pv,dv,hard,policy,stand,hit,split,double
20,11,True,STAND-SPLIT-HIT,1.8167176344738554,-9.051986014795116,-0.14454947395595447,-44.92716780103793
20,8,True,STAND-SPLIT-HIT,10.909521182901242,-8.920248933685196,0.5282814298636265,-45.86468388673473
20,5,True,STAND-SPLIT-HIT,9.600212910076493,-8.866683496340238,1.1048704276000545,-41.49442841946565
20,2,True,STAND-SPLIT-HIT,8.763812814375369,-8.90257205700539,1.2770324192570885,-44.98752288389876
20,10,False,STAND-HIT-SPLIT,6.261089439665412,0.20226319163130485,0.0,-3.464635897767134
20,6,True,STAND-SPLIT-HIT,9.934753157893553,-8.880999206083485,1.2251934625638448,-44.0228496208204
20,5,False,STAND-DOUBLE DOWN-HIT,9.896801244271787,1.1303875100650025,0.0,6.408948799574574
20,9,False,STAND-HIT-DOUBLE DOWN,11.019285097893247,0.5367073834958805,0.0,0.004133848246691496
20,2,False,STAND-DOUBLE DOWN-HIT,10.608666189445435,1.2173395188828464,0.0,9.755829132502852
20,9,True,STAND-SPLIT-HIT,10.978315570812612,-8.707001435532149,0.39496674976690577,-43.494975230015136
20,6,False,STAND-DOUBLE DOWN-HIT,10.036185636943795,1.0572013278628025,0.0,8.407834965863717
20,3,False,STAND-DOUBLE DOWN-HIT,8.465592425035688,0.6780100951594248,0.0,5.857302091808941
20,11,False,STAND-SPLIT-HIT,2.151795772135074,-0.15744140795647518,0.0,-10.170615553635908
20,7,False,STAND-DOUBLE DOWN-HIT,11.554962006980084,1.1295425178093061,0.0,5.338418748002856
21,7,True,STAND-DOUBLE DOWN-HIT,12.753784741631401,0.0,,0.0
21,5,False,STAND-DOUBLE DOWN-HIT,14.846429611269524,0.0,,0.0
21,6,True,STAND-DOUBLE DOWN-HIT,12.422145960106114,0.0,,0.0
21,10,True,STAND-DOUBLE DOWN-HIT,12.337768208277103,0.0,,0.0
21,5,True,STAND-DOUBLE DOWN-HIT,12.667102967383661,0.0,,0.0
21,3,True,STAND-DOUBLE DOWN-HIT,12.080369873442539,0.0,,0.0
21,11,True,STAND-DOUBLE DOWN-HIT,8.882224315177144,0.0,,0.0
21,8,False,STAND-DOUBLE DOWN-HIT,15.239670155620395,0.0,,0.0
21,2,True,STAND-DOUBLE DOWN-HIT,12.407012098748845,0.0,,0.0
21,10,False,STAND-DOUBLE DOWN-HIT,13.941011961425092,0.0,,0.0
21,4,False,STAND-DOUBLE DOWN-HIT,14.692532014316122,0.0,,0.0
21,8,True,STAND-DOUBLE DOWN-HIT,12.871798171180256,0.0,,0.0
21,4,True,STAND-DOUBLE DOWN-HIT,12.835764863970121,0.0,,0.0
21,9,False,STAND-DOUBLE DOWN-HIT,14.948329485946783,0.0,,0.0
21,9,True,STAND-DOUBLE DOWN-HIT,13.381759579670428,0.0,,0.0
21,3,False,STAND-DOUBLE DOWN-HIT,15.395116757546996,0.0,,0.0
21,2,False,STAND-DOUBLE DOWN-HIT,14.843057191577728,0.0,,0.0
21,11,False,STAND-DOUBLE DOWN-HIT,10.513143277546362,0.0,,0.0
21,7,False,STAND-DOUBLE DOWN-HIT,14.83368473254529,0.0,,0.0
21,6,False,STAND-DOUBLE DOWN-HIT,15.648872653963087,0.0,,0.0
